symbol,cap_tier,cap_source,adv_cr,dlv_adv_cr,dlv_cover
INVENT-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
INVENTURE,BROAD,not_in_nse_index,0.1,0.06,1.0
INVPRECQ,BROAD,not_in_nse_index,0.8,0.03,0.02
IOLCP,BROAD,not_in_nse_index,76.4,24.33,1.0
IONEXCHANG,BROAD,not_in_nse_index,20.5,7.59,1.0
IPL,BROAD,not_in_nse_index,11.3,1.3,1.0
IPRINGLTD,BROAD,not_in_nse_index,0.1,0.04,0.64
IRIS,BROAD,not_in_nse_index,0.7,0.42,1.0
IRIS-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
IRISDOREME,BROAD,not_in_nse_index,7.3,2.93,1.0
IRMENERGY,BROAD,not_in_nse_index,3.4,1.41,1.0
ISEC,BROAD,not_in_nse_index,0.0,0.0,0.0
ISFT,BROAD,not_in_nse_index,1.0,0.2,1.0
ISGEC,BROAD,not_in_nse_index,6.6,3.42,1.0
ISHANCH,BROAD,not_in_nse_index,0.4,0.19,1.0
ISMTLTD,BROAD,not_in_nse_index,0.0,0.0,0.0
ISTLTD,BROAD,not_in_nse_index,0.0,0.02,0.64
IT,BROAD,not_in_nse_index,1.7,0.91,1.0
ITADD,BROAD,not_in_nse_index,0.4,0.33,1.0
ITAXIS,BROAD,not_in_nse_index,2.3,2.27,1.0
ITBEES,BROAD,not_in_nse_index,43.4,23.45,1.0
ITBETA,BROAD,not_in_nse_index,0.3,0.08,1.0
ITDC,BROAD,not_in_nse_index,37.2,3.4,1.0
ITDCEM,BROAD,not_in_nse_index,0.0,0.0,0.0
ITETF,BROAD,not_in_nse_index,1.3,0.73,1.0
ITETFADD,BROAD,not_in_nse_index,0.0,0.0,0.0
ITIETF,BROAD,not_in_nse_index,3.6,2.41,1.0
ITL,BROAD,not_in_nse_index,0.1,0.05,0.64
IVALUE,BROAD,not_in_nse_index,6.8,3.92,1.0
IVC,BROAD,not_in_nse_index,0.4,0.32,1.0
IVP,BROAD,not_in_nse_index,0.3,0.0,0.0
IVZBANKNF,BROAD,not_in_nse_index,0.0,0.01,0.56
IVZINGOLD,BROAD,not_in_nse_index,0.6,0.45,1.0
IVZINNIFTY,BROAD,not_in_nse_index,0.1,0.05,1.0
IVZSENSEX,BROAD,not_in_nse_index,0.0,0.01,0.56
IWEL,BROAD,not_in_nse_index,0.0,0.0,0.0
IWP,BROAD,not_in_nse_index,0.0,0.02,1.0
IXIGO,BROAD,not_in_nse_index,20.3,9.7,1.0
IZMO,BROAD,not_in_nse_index,12.2,4.87,1.0
JAGRAN,BROAD,not_in_nse_index,1.2,0.77,1.0
JAGSNPHARM,BROAD,not_in_nse_index,15.2,1.77,1.0
JAIBALAJI,BROAD,not_in_nse_index,5.3,2.94,0.73
JAICORPLTD,BROAD,not_in_nse_index,3.3,1.39,1.0
JAIHINDPRO,BROAD,not_in_nse_index,0.0,0.0,0.0
JAINSTUDIO,BROAD,not_in_nse_index,0.0,0.0,0.0
JAIPURKURT,BROAD,not_in_nse_index,0.1,0.06,1.0
JAMNAAUTO,BROAD,not_in_nse_index,34.0,13.29,1.0
JARO,BROAD,not_in_nse_index,5.5,1.55,1.0
JASH,BROAD,not_in_nse_index,28.6,5.0,1.0
JAYAGROGN,BROAD,not_in_nse_index,0.6,0.37,1.0
JAYBARMARU,BROAD,not_in_nse_index,5.8,3.07,1.0
JAYKAY,BROAD,not_in_nse_index,13.9,3.74,1.0
JAYKAY-RE1,BROAD,not_in_nse_index,0.1,0.0,0.0
JAYNECOIND,BROAD,not_in_nse_index,44.9,19.1,1.0
JAYSREETEA,BROAD,not_in_nse_index,1.0,0.54,1.0
JBCHEPHARM,BROAD,not_in_nse_index,0.0,0.0,0.0
JBFIND,BROAD,not_in_nse_index,0.0,0.0,0.0
JCHAC,BROAD,not_in_nse_index,0.0,0.0,0.0
JENBURPH,BROAD,not_in_nse_index,0.1,0.08,0.64
JETAIRWAYS,BROAD,not_in_nse_index,0.0,0.0,0.0
JETFRE-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
JETFREIGHT,BROAD,not_in_nse_index,0.5,0.27,1.0
JGCHEM,BROAD,not_in_nse_index,45.9,10.08,1.0
JHS,BROAD,not_in_nse_index,0.1,0.06,1.0
JIKIND,BROAD,not_in_nse_index,0.0,0.0,0.0
JINDALPHOT,BROAD,not_in_nse_index,0.5,0.26,1.0
JINDALPOLY,BROAD,not_in_nse_index,2.9,1.02,1.0
JINDCOT,BROAD,not_in_nse_index,0.0,0.0,0.0
JINDRILL,BROAD,not_in_nse_index,52.1,8.52,1.0
JINDWORLD,BROAD,not_in_nse_index,118.6,12.82,1.0
JISLDVREQS,BROAD,not_in_nse_index,0.1,0.06,1.0
JISLJALEQS,BROAD,not_in_nse_index,11.7,4.02,1.0
JITFINFRA,BROAD,not_in_nse_index,0.8,0.45,1.0
JIYAECO,BROAD,not_in_nse_index,0.0,0.0,0.0
JKIL,BROAD,not_in_nse_index,3.6,1.95,1.0
JKIPL,BROAD,not_in_nse_index,0.3,0.24,0.73
JKLAKSHMI,BROAD,not_in_nse_index,11.6,4.62,1.0
JKPAPER,BROAD,not_in_nse_index,23.5,8.74,1.0
JLHL,BROAD,not_in_nse_index,5.2,2.85,1.0
JMA,BROAD,not_in_nse_index,0.2,0.11,1.0
JMCPROJECT,BROAD,not_in_nse_index,0.0,0.0,0.0
JMTAUTOLTD,BROAD,not_in_nse_index,0.0,0.0,0.0
JNKINDIA,BROAD,not_in_nse_index,9.4,4.22,1.0
JNPR,BROAD,not_in_nse_index,77.2,33.8,0.8
JOCIL,BROAD,not_in_nse_index,0.1,0.04,0.31
JPASSOCIAT,BROAD,not_in_nse_index,0.0,0.0,0.0
JPINFRATEC,BROAD,not_in_nse_index,0.0,0.0,0.0
JPOLYINVST,BROAD,not_in_nse_index,1.5,1.06,1.0
JSFB,BROAD,not_in_nse_index,52.8,24.4,1.0
JSIPL,BROAD,not_in_nse_index,1.7,0.0,0.0
JSLHISAR,BROAD,not_in_nse_index,0.0,0.0,0.0
JSLL,BROAD,not_in_nse_index,29.7,13.75,1.0
JSWHL,BROAD,not_in_nse_index,5.8,2.97,1.0
JSWISPL,BROAD,not_in_nse_index,0.0,0.0,0.0
JTEKT-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
JTEKTINDIA,BROAD,not_in_nse_index,2.7,1.16,1.0
JTLIND,BROAD,not_in_nse_index,27.7,10.32,1.0
JTLINFRA,BROAD,not_in_nse_index,0.0,0.0,0.0
JUBILANT,BROAD,not_in_nse_index,0.0,0.0,0.0
JUBLCPL,BROAD,not_in_nse_index,4.5,1.56,1.0
JUBLINDS,BROAD,not_in_nse_index,0.0,0.0,0.0
JUMPNET,BROAD,not_in_nse_index,0.0,0.0,0.0
JUNIORBEES,BROAD,not_in_nse_index,27.7,19.57,1.0
JUNIPER,BROAD,not_in_nse_index,5.8,2.87,1.0
JUSTDIAL,BROAD,not_in_nse_index,19.4,6.25,1.0
JYOTHYLAB,BROAD,not_in_nse_index,19.9,9.85,1.0
JYOTI-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
JYOTI-RE1,BROAD,not_in_nse_index,0.0,0.0,0.0
JYOTIRES,BROAD,not_in_nse_index,0.5,0.29,0.64
JYOTISTRUC,BROAD,not_in_nse_index,5.4,2.68,1.0
KABRAEXTRU,BROAD,not_in_nse_index,23.8,9.1,1.0
KAKATCEM,BROAD,not_in_nse_index,0.0,0.02,0.73
KALAMANDIR,BROAD,not_in_nse_index,3.7,1.98,1.0
KALPATARU,BROAD,not_in_nse_index,3.9,1.63,1.0
KALPATPOWR,BROAD,not_in_nse_index,0.0,0.0,0.0
KALYANI,BROAD,not_in_nse_index,0.0,0.0,0.0
KALYANIFRG,BROAD,not_in_nse_index,1.2,0.32,0.64
KAMAHOLD,BROAD,not_in_nse_index,1.2,0.72,1.0
KAMANWALA,BROAD,not_in_nse_index,0.0,0.01,0.62
KAMATHOTEL,BROAD,not_in_nse_index,1.9,0.97,1.0
KAMDHENU,BROAD,not_in_nse_index,3.1,0.41,0.11
KAMOPAINTS,BROAD,not_in_nse_index,0.1,0.08,1.0
KANANIIND,BROAD,not_in_nse_index,0.0,0.01,1.0
KANCHI,BROAD,not_in_nse_index,0.1,0.06,0.73
KANCOTEA,BROAD,not_in_nse_index,0.0,0.0,0.64
KANOHAR,BROAD,not_in_nse_index,156.9,28.57,0.18
KANORICHEM,BROAD,not_in_nse_index,0.8,0.0,0.0
KANPRPLA,BROAD,not_in_nse_index,1.8,0.62,1.0
KANSAINER,BROAD,not_in_nse_index,6.6,3.87,1.0
KAPSTON,BROAD,not_in_nse_index,6.6,3.84,1.0
KARAMTARA,BROAD,not_in_nse_index,65.8,25.86,0.16
KARDA,BROAD,not_in_nse_index,0.0,0.0,0.0
KARMAENG,BROAD,not_in_nse_index,0.0,0.02,1.0
KAUSHALYA,BROAD,not_in_nse_index,0.0,0.0,0.0
KAVDEFENCE,BROAD,not_in_nse_index,2.7,1.06,0.87
KAVVERITEL,BROAD,not_in_nse_index,0.0,0.0,0.0
KAYA,BROAD,not_in_nse_index,1.2,0.45,0.49
KBCGLOBAL,BROAD,not_in_nse_index,0.0,0.0,0.0
KCP,BROAD,not_in_nse_index,3.2,1.53,1.0
KCPSUGIND,BROAD,not_in_nse_index,1.3,0.4,0.27
KDDL,BROAD,not_in_nse_index,22.1,9.5,1.0
KDDL-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
KDGREEN,BROAD,not_in_nse_index,0.1,0.05,0.36
KECL,BROAD,not_in_nse_index,3.5,1.72,0.98
KEEPLEARN,BROAD,not_in_nse_index,0.0,0.01,1.0
KEEPLN-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
KEERTI,BROAD,not_in_nse_index,0.0,0.0,0.0
KELLTONTEC,BROAD,not_in_nse_index,5.1,1.31,1.0
KENNAMET,BROAD,not_in_nse_index,19.8,9.14,1.0
KERNEX,BROAD,not_in_nse_index,70.7,27.48,1.0
KESORAMIND,BROAD,not_in_nse_index,0.5,0.0,0.0
KEYFINSERV,BROAD,not_in_nse_index,0.0,0.02,1.0
KGL,BROAD,not_in_nse_index,0.0,0.0,0.0
KHADIM,BROAD,not_in_nse_index,0.6,0.0,0.0
KHAICHEM,BROAD,not_in_nse_index,1.3,0.68,0.98
KHAITANLTD,BROAD,not_in_nse_index,0.1,0.08,0.87
KHANDSE,BROAD,not_in_nse_index,0.0,0.0,1.0
KICL,BROAD,not_in_nse_index,0.7,0.41,1.0
KIL-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
KILITC-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
KILITCH,BROAD,not_in_nse_index,0.6,0.0,0.0
KINGFA,BROAD,not_in_nse_index,11.0,5.34,1.0
KIOCL,BROAD,not_in_nse_index,7.3,1.87,1.0
KIRANVYPAR,BROAD,not_in_nse_index,0.1,0.07,1.0
KIRIINDUS,BROAD,not_in_nse_index,62.8,19.21,1.0
KIRLFER,BROAD,not_in_nse_index,6.4,4.03,1.0
KIRLOSBROS,BROAD,not_in_nse_index,10.3,4.29,1.0
KIRLOSIND,BROAD,not_in_nse_index,8.6,1.45,1.0
KIRLPNU,BROAD,not_in_nse_index,16.6,8.81,1.0
KISSHT,BROAD,not_in_nse_index,52.9,23.1,1.0
KITEX,BROAD,not_in_nse_index,6.3,2.79,1.0
KJMCFIN,BROAD,not_in_nse_index,0.0,0.01,0.64
KKCL,BROAD,not_in_nse_index,2.5,1.43,1.0
KLBRENG-B,BROAD,not_in_nse_index,14.8,7.12,1.0
KMCSHIL,BROAD,not_in_nse_index,6.8,1.06,0.64
KMEW,BROAD,not_in_nse_index,31.2,11.45,1.0
KMSUGAR,BROAD,not_in_nse_index,1.2,0.62,1.0
KNACK,BROAD,not_in_nse_index,21.8,8.89,1.0
KNAGRI,BROAD,not_in_nse_index,0.4,0.28,1.0
KNRCON,BROAD,not_in_nse_index,21.3,9.92,1.0
KOHINOOR,BROAD,not_in_nse_index,0.8,0.31,1.0
KOKUYOCMLN,BROAD,not_in_nse_index,0.3,0.24,1.0
KOLTEPATIL,BROAD,not_in_nse_index,22.4,3.7,1.0
KOPRAN,BROAD,not_in_nse_index,28.7,4.35,0.42
KOTAKALPHA,BROAD,not_in_nse_index,0.0,0.0,0.0
KOTAKBKETF,BROAD,not_in_nse_index,0.0,0.0,0.0
KOTAKCONS,BROAD,not_in_nse_index,0.0,0.0,0.0
KOTAKGOLD,BROAD,not_in_nse_index,0.0,0.0,0.0
KOTAKIT,BROAD,not_in_nse_index,0.0,0.0,0.0
KOTAKLIQ,BROAD,not_in_nse_index,0.0,0.0,0.0
KOTAKLOVOL,BROAD,not_in_nse_index,0.0,0.0,0.0
KOTAKMID50,BROAD,not_in_nse_index,0.0,0.0,0.0
KOTAKMNC,BROAD,not_in_nse_index,0.0,0.0,0.0
KOTAKNIFTY,BROAD,not_in_nse_index,0.0,0.0,0.0
KOTAKNV20,BROAD,not_in_nse_index,0.0,0.0,0.0
KOTAKPSUBK,BROAD,not_in_nse_index,0.0,0.0,0.0
KOTAKSILVE,BROAD,not_in_nse_index,0.0,0.0,0.0
KOTARISUG,BROAD,not_in_nse_index,0.8,0.31,0.53
KOTHARIPET,BROAD,not_in_nse_index,1.5,0.73,1.0
KOTHARIPRO,BROAD,not_in_nse_index,0.1,0.05,1.0
KOTIC,BROAD,not_in_nse_index,0.7,0.17,1.0
KOTYARK,BROAD,not_in_nse_index,0.7,0.0,0.0
KOVAI,BROAD,not_in_nse_index,3.0,1.83,1.0
KPEL,BROAD,not_in_nse_index,9.5,4.37,1.0
KPIGLOBAL,BROAD,not_in_nse_index,0.0,0.0,0.0
KPIGREEN,BROAD,not_in_nse_index,60.5,18.3,1.0
KPL,BROAD,not_in_nse_index,21.0,7.11,1.0
KRBL,BROAD,not_in_nse_index,29.8,10.97,1.0
KREBSBIO,BROAD,not_in_nse_index,0.1,0.03,1.0
KRIDHANINF,BROAD,not_in_nse_index,0.0,0.0,0.31
KRISHANA,BROAD,not_in_nse_index,19.4,8.7,1.0
KRISHFL-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
KRISHIVAL,BROAD,not_in_nse_index,1.1,0.91,1.0
KRISHNADEF,BROAD,not_in_nse_index,11.2,5.44,1.0
KRITI,BROAD,not_in_nse_index,0.1,0.1,0.76
KRITIKA,BROAD,not_in_nse_index,0.1,0.05,1.0
KRITINUT,BROAD,not_in_nse_index,0.2,0.12,0.98
KRN,BROAD,not_in_nse_index,31.3,15.5,0.73
KRONOX,BROAD,not_in_nse_index,17.8,2.45,0.51
KROSS,BROAD,not_in_nse_index,23.1,6.83,1.0
KRSNAA,BROAD,not_in_nse_index,8.2,2.86,1.0
KRYSTAL,BROAD,not_in_nse_index,3.1,1.33,1.0
KSB,BROAD,not_in_nse_index,14.2,7.21,1.0
KSCL,BROAD,not_in_nse_index,59.7,6.81,1.0
KSE,BROAD,not_in_nse_index,0.3,0.21,0.64
KSERASERA,BROAD,not_in_nse_index,0.0,0.0,0.0
KSHINTL,BROAD,not_in_nse_index,34.9,13.76,1.0
KSHITI-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
KSHITIJ-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
KSHITIJPOL,BROAD,not_in_nse_index,1.0,0.57,0.73
KSK,BROAD,not_in_nse_index,0.0,0.0,0.0
KSL,BROAD,not_in_nse_index,10.2,4.35,1.0
KSOLVES,BROAD,not_in_nse_index,0.9,0.53,1.0
KSR,BROAD,not_in_nse_index,0.2,0.18,0.87
KTKBANK,BROAD,not_in_nse_index,92.8,49.91,1.0
KUANTUM,BROAD,not_in_nse_index,1.3,0.7,1.0
KUSUMGAR,BROAD,not_in_nse_index,33.1,12.97,1.0
KWALITY,BROAD,not_in_nse_index,0.0,0.0,0.0
KWIL,BROAD,not_in_nse_index,108.7,28.78,1.0
L&TFH,BROAD,not_in_nse_index,0.0,0.0,0.0
L&TFH-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
LADDERUP,BROAD,not_in_nse_index,0.0,0.01,0.49
LAGNAM,BROAD,not_in_nse_index,0.1,0.06,1.0
LAHOTIOV,BROAD,not_in_nse_index,0.0,0.03,0.98
LAKPRE,BROAD,not_in_nse_index,0.0,0.0,0.0
LAKSHMIMIL,BROAD,not_in_nse_index,0.0,0.01,0.6
LAL,BROAD,not_in_nse_index,0.1,0.08,1.0
LALITHAA,BROAD,not_in_nse_index,249.6,88.67,0.53
LAMBODHARA,BROAD,not_in_nse_index,0.9,0.29,1.0
LANCER,BROAD,not_in_nse_index,0.4,0.27,0.64
LANCORHOL,BROAD,not_in_nse_index,1.0,0.49,0.73
LANDMARK,BROAD,not_in_nse_index,9.4,3.46,1.0
LANDSMILL,BROAD,not_in_nse_index,0.2,0.11,1.0
LAOPALA,BROAD,not_in_nse_index,7.1,2.1,1.0
LARGEMID50,BROAD,not_in_nse_index,0.0,0.0,0.58
LASA,BROAD,not_in_nse_index,0.0,0.01,0.76
LASERPOWER,BROAD,not_in_nse_index,57.4,19.17,1.0
LATTEYS,BROAD,not_in_nse_index,0.1,0.07,0.64
LAXMICOT,BROAD,not_in_nse_index,0.0,0.02,1.0
LAXMIDENTL,BROAD,not_in_nse_index,2.1,1.16,1.0
LAXMIINDIA,BROAD,not_in_nse_index,2.7,1.01,0.64
LAXMIMACH,BROAD,not_in_nse_index,0.0,0.0,0.0
LCCINFOTEC,BROAD,not_in_nse_index,0.0,0.03,1.0
LCCPROJECT,BROAD,not_in_nse_index,20.1,8.81,0.16
LCL,BROAD,not_in_nse_index,72.1,25.43,0.91
LEAPIND,BROAD,not_in_nse_index,106.9,48.07,0.67
LEENEE,BROAD,not_in_nse_index,0.0,0.01,0.29
LEMERITE,BROAD,not_in_nse_index,0.7,0.27,1.0
LEXUS,BROAD,not_in_nse_index,0.0,0.02,1.0
LFIC,BROAD,not_in_nse_index,0.1,0.04,1.0
LGBBROSLTD,BROAD,not_in_nse_index,4.4,2.58,1.0
LGBFORGE,BROAD,not_in_nse_index,0.0,0.0,0.0
LGHL,BROAD,not_in_nse_index,0.3,0.1,1.0
LIBAS,BROAD,not_in_nse_index,0.1,0.05,1.0
LIBAS-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
LIBERTSHOE,BROAD,not_in_nse_index,0.8,0.36,1.0
LICMFGOLD,BROAD,not_in_nse_index,1.6,1.05,1.0
LICNETFGSC,BROAD,not_in_nse_index,0.1,0.06,1.0
LICNETFN50,BROAD,not_in_nse_index,0.0,0.02,1.0
LICNETFSEN,BROAD,not_in_nse_index,0.0,0.0,0.89
LICNFNHGP,BROAD,not_in_nse_index,0.0,0.01,0.98
LICNMID100,BROAD,not_in_nse_index,0.1,0.07,1.0
LIKHITHA,BROAD,not_in_nse_index,1.9,0.72,1.0
LINC,BROAD,not_in_nse_index,0.2,0.17,1.0
LINCOLN,BROAD,not_in_nse_index,3.4,1.23,1.0
LINCPEN,BROAD,not_in_nse_index,0.0,0.0,0.0
LIQGRWBEES,BROAD,not_in_nse_index,9.9,8.03,1.0
LIQUID,BROAD,not_in_nse_index,29.2,14.02,1.0
LIQUID1,BROAD,not_in_nse_index,103.1,70.69,1.0
LIQUIDADD,BROAD,not_in_nse_index,60.0,46.25,1.0
LIQUIDBEES,BROAD,not_in_nse_index,330.0,258.02,1.0
LIQUIDBETA,BROAD,not_in_nse_index,0.7,0.69,0.8
LIQUIDBETF,BROAD,not_in_nse_index,31.9,23.22,1.0
LIQUIDCASE,BROAD,not_in_nse_index,195.7,153.73,1.0
LIQUIDETF,BROAD,not_in_nse_index,27.9,24.17,1.0
LIQUIDIETF,BROAD,not_in_nse_index,50.2,35.88,1.0
LIQUIDPLUS,BROAD,not_in_nse_index,63.1,54.23,1.0
LIQUIDSBI,BROAD,not_in_nse_index,0.7,0.54,1.0
LIQUIDSHRI,BROAD,not_in_nse_index,1.1,0.97,1.0
LKPSEC,BROAD,not_in_nse_index,0.0,0.01,0.64
LLOYDS-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
LLOYDS-RE1,BROAD,not_in_nse_index,0.0,0.0,0.0
LLOYDSE-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
LLOYDSENGG,BROAD,not_in_nse_index,94.3,35.05,1.0
LLOYDSENT,BROAD,not_in_nse_index,26.3,11.66,1.0
LMW,BROAD,not_in_nse_index,12.2,5.58,1.0
LOKESHMACH,BROAD,not_in_nse_index,1.3,0.43,0.42
LORDSCHLO,BROAD,not_in_nse_index,0.4,0.24,1.0
LOTUSCHO,BROAD,not_in_nse_index,0.1,0.09,0.64
LOTUSDEV,BROAD,not_in_nse_index,50.2,11.98,0.27
LOTUSEYE,BROAD,not_in_nse_index,0.2,0.11,1.0
LOVABLE,BROAD,not_in_nse_index,0.1,0.05,1.0
LOWVOL,BROAD,not_in_nse_index,0.1,0.04,1.0
LOWVOL1,BROAD,not_in_nse_index,1.2,1.03,1.0
LOWVOLIETF,BROAD,not_in_nse_index,5.2,4.33,1.0
LOYALTEX,BROAD,not_in_nse_index,0.1,0.02,0.96
LPDC,BROAD,not_in_nse_index,0.1,0.04,1.0
LSIL,BROAD,not_in_nse_index,0.0,0.0,0.0
LTGILTBEES,BROAD,not_in_nse_index,4.5,3.9,1.0
LTGILTCASE,BROAD,not_in_nse_index,0.4,0.35,1.0
LTI,BROAD,not_in_nse_index,0.0,0.0,0.0
LTIM,BROAD,not_in_nse_index,0.0,0.0,0.0
LUMAXIND,BROAD,not_in_nse_index,12.4,5.27,1.0
LUMAXTECH,BROAD,not_in_nse_index,58.9,17.64,1.0
LUMINO,BROAD,not_in_nse_index,142.1,29.26,0.36
LUXIND,BROAD,not_in_nse_index,4.3,1.74,1.0
LXCHEM,BROAD,not_in_nse_index,27.5,10.67,1.0
LYKALABS,BROAD,not_in_nse_index,0.1,0.0,0.0
LYPSAGEMS,BROAD,not_in_nse_index,0.0,0.0,0.0
M&MFIN-RE1,BROAD,not_in_nse_index,0.0,0.0,0.0
M100,BROAD,not_in_nse_index,0.0,0.0,0.0
M50,BROAD,not_in_nse_index,0.0,0.0,0.0
MAANALU,BROAD,not_in_nse_index,0.8,0.5,1.0
MACPOWER,BROAD,not_in_nse_index,12.2,5.23,1.0
MADHAV,BROAD,not_in_nse_index,0.0,0.01,1.0
MADHAVIPL,BROAD,not_in_nse_index,0.1,0.08,1.0
MADHUCON,BROAD,not_in_nse_index,0.0,0.0,0.11
MADRASFERT,BROAD,not_in_nse_index,0.5,0.21,1.0
MAESGETF,BROAD,not_in_nse_index,0.0,0.0,0.0
MAFANG,BROAD,not_in_nse_index,11.1,6.59,1.0
MAFATIND,BROAD,not_in_nse_index,0.5,0.33,1.0
MAFSETF,BROAD,not_in_nse_index,0.0,0.0,0.0
MAGADSUGAR,BROAD,not_in_nse_index,3.6,1.18,1.0
MAGMA,BROAD,not_in_nse_index,0.0,0.0,0.0
MAGNUM,BROAD,not_in_nse_index,0.1,0.05,1.0
MAGNUM-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
MAGOLDETF,BROAD,not_in_nse_index,0.0,0.0,0.0
MAGS813ETF,BROAD,not_in_nse_index,0.0,0.0,0.0
MAHAPE-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
MAHAPEXLTD,BROAD,not_in_nse_index,0.1,0.1,1.0
MAHASTEEL,BROAD,not_in_nse_index,1.9,0.28,0.27
MAHEPC,BROAD,not_in_nse_index,0.2,0.14,1.0
MAHESHWARI,BROAD,not_in_nse_index,0.1,0.01,0.2
MAHINDCIE,BROAD,not_in_nse_index,0.0,0.0,0.0
MAHKTECH,BROAD,not_in_nse_index,1.6,1.18,1.0
MAHLIFE,BROAD,not_in_nse_index,5.0,2.7,1.0
MAHLIFE-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
MAHLOG,BROAD,not_in_nse_index,9.1,4.75,1.0
MAHLOG-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
MAHSCOOTER,BROAD,not_in_nse_index,6.0,2.57,1.0
MAHSEAMLES,BROAD,not_in_nse_index,20.5,8.96,1.0
MAITHANALL,BROAD,not_in_nse_index,9.9,3.92,1.0
MAJESAUT,BROAD,not_in_nse_index,0.5,0.22,0.22
MAJESCO,BROAD,not_in_nse_index,0.0,0.0,0.0
MAKEINDIA,BROAD,not_in_nse_index,0.8,0.54,1.0
MAKERSL,BROAD,not_in_nse_index,0.1,0.08,0.64
MALLCOM,BROAD,not_in_nse_index,0.4,0.29,1.0
MALUPAPER,BROAD,not_in_nse_index,0.1,0.05,1.0
MAM150ETF,BROAD,not_in_nse_index,0.0,0.0,0.0
MAMATA,BROAD,not_in_nse_index,2.9,1.5,1.0
MAMFGETF,BROAD,not_in_nse_index,0.0,0.0,0.0
MAN50ETF,BROAD,not_in_nse_index,0.0,0.0,0.0
MANAKALUCO,BROAD,not_in_nse_index,0.5,0.26,1.0
MANAKCOAT,BROAD,not_in_nse_index,6.0,2.97,1.0
MANAKSIA,BROAD,not_in_nse_index,0.4,0.23,1.0
MANAKSTEEL,BROAD,not_in_nse_index,1.4,0.77,0.67
MANALIPETC,BROAD,not_in_nse_index,46.8,6.02,1.0
MANBA,BROAD,not_in_nse_index,2.7,0.78,1.0
MANBRO,BROAD,not_in_nse_index,0.4,0.08,0.29
MANCREDIT,BROAD,not_in_nse_index,5.8,1.18,1.0
MANGALAM,BROAD,not_in_nse_index,0.2,0.13,1.0
MANGCHEFER,BROAD,not_in_nse_index,0.0,0.0,0.0
MANGLMCEM,BROAD,not_in_nse_index,15.3,5.32,1.0
MANGTIMBER,BROAD,not_in_nse_index,0.0,0.0,0.0
MANIKA,BROAD,not_in_nse_index,1.3,0.0,0.0
MANINDS,BROAD,not_in_nse_index,116.3,26.53,1.0
MANINFRA,BROAD,not_in_nse_index,28.6,10.76,1.0
MANIPALHOS,BROAD,not_in_nse_index,177.3,96.71,0.82
MANOMAY,BROAD,not_in_nse_index,3.5,0.86,1.0
MANORAMA,BROAD,not_in_nse_index,103.6,24.21,1.0
MANORG,BROAD,not_in_nse_index,0.6,0.37,0.73
MANUFGBEES,BROAD,not_in_nse_index,0.1,0.09,1.0
MANUGRAPH,BROAD,not_in_nse_index,0.2,0.09,0.2
MANV30F,BROAD,not_in_nse_index,0.0,0.0,0.0
MANXT50,BROAD,not_in_nse_index,0.0,0.0,0.0
MANYAVAR,BROAD,not_in_nse_index,79.0,18.67,1.0
MARALOVER,BROAD,not_in_nse_index,0.2,0.08,0.64
MARATHON,BROAD,not_in_nse_index,10.7,3.2,1.0
MARINE,BROAD,not_in_nse_index,60.7,21.8,1.0
MARKOLINES,BROAD,not_in_nse_index,3.5,0.91,1.0
MARKSANS,BROAD,not_in_nse_index,120.4,29.77,1.0
MARSHAL-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
MARSHALL,BROAD,not_in_nse_index,0.0,0.0,0.0
MARSONS,BROAD,not_in_nse_index,35.8,9.55,1.0
MASFIN,BROAD,not_in_nse_index,6.9,4.48,1.0
MASILVER,BROAD,not_in_nse_index,0.0,0.0,0.0
MASKINVEST,BROAD,not_in_nse_index,0.0,0.0,0.67
MASPTOP50,BROAD,not_in_nse_index,9.1,3.6,1.0
MASTEK,BROAD,not_in_nse_index,47.1,10.59,1.0
MASTERTR,BROAD,not_in_nse_index,5.7,1.08,1.0
MATRIMONY,BROAD,not_in_nse_index,3.1,1.52,1.0
MAWANASUG,BROAD,not_in_nse_index,6.3,2.38,0.76
MAXESTATES,BROAD,not_in_nse_index,13.1,5.99,1.0
MAXIND,BROAD,not_in_nse_index,2.8,1.0,1.0
MAXIND-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
